stop_lat,stop_lon,time_slot,real_date,Count of real_date
59.42121815,24.69705564,1899-12-30 08:30:00,2016-03-31 00:00:00,39
59.42222654,24.69818598,1899-12-30 08:30:00,2016-03-31 00:00:00,39
59.4281739,24.74269151,1899-12-30 08:00:00,2016-03-31 00:00:00,39
59.42818304,24.74240828,1899-12-30 08:00:00,2016-03-31 00:00:00,39
59.42886146,24.74307775,1899-12-30 08:00:00,2016-03-31 00:00:00,39
59.42899242,24.74314212,1899-12-30 08:00:00,2016-03-31 00:00:00,39
59.42907454,24.74350241,1899-12-30 08:00:00,2016-03-31 00:00:00,39
59.43543983,24.72076811,1899-12-30 09:00:00,2016-03-31 00:00:00,39
59.43594756,24.75667409,1899-12-30 08:00:00,2016-03-31 00:00:00,39
59.43605217,24.75643519,1899-12-30 08:30:00,2016-03-31 00:00:00,39
59.43609398,24.72015961,1899-12-30 09:00:00,2016-03-31 00:00:00,39
59.43646815,24.75668562,1899-12-30 08:30:00,2016-03-31 00:00:00,39
59.43750388,24.75333452,1899-12-30 08:30:00,2016-03-31 00:00:00,39
59.43761918,24.75320621,1899-12-30 08:30:00,2016-03-31 00:00:00,39
59.43783666,24.75363492,1899-12-30 08:30:00,2016-03-31 00:00:00,39
59.43831444,24.75406749,1899-12-30 08:30:00,2016-03-31 00:00:00,39
59.44159521,24.73264103,1899-12-30 09:00:00,2016-03-31 00:00:00,39
59.44159875,24.73200328,1899-12-30 09:00:00,2016-03-31 00:00:00,39
59.44337336,24.75009441,1899-12-30 08:30:00,2016-03-31 00:00:00,39
59.44343881,24.75000858,1899-12-30 08:30:00,2016-03-31 00:00:00,39
59.44348507,24.75013742,1899-12-30 08:30:00,2016-03-31 00:00:00,39
59.44382436,24.75124655,1899-12-30 08:30:00,2016-03-31 00:00:00,39
59.44633431,24.75186695,1899-12-30 08:30:00,2016-03-31 00:00:00,39
59.40773004,24.70304696,1899-12-30 08:00:00,2016-03-31 00:00:00,38
59.40831718,24.70404511,1899-12-30 08:00:00,2016-03-31 00:00:00,38
59.45005324,24.71430882,1899-12-30 08:00:00,2016-03-31 00:00:00,38
59.45007341,24.7097475,1899-12-30 08:00:00,2016-03-31 00:00:00,38
59.4500911,24.70979635,1899-12-30 08:00:00,2016-03-31 00:00:00,38
59.43366853,24.76208925,1899-12-30 08:30:00,2016-03-31 00:00:00,37
59.43381039,24.76193904,1899-12-30 08:30:00,2016-03-31 00:00:00,37
59.34486605,24.59363828,1899-12-30 08:00:00,2016-03-31 00:00:00,36
59.42880009,24.7316036,1899-12-30 08:00:00,2016-03-31 00:00:00,36
59.4291888,24.72949762,1899-12-30 08:00:00,2016-03-31 00:00:00,36
59.43042943,24.77168853,1899-12-30 09:00:00,2016-03-31 00:00:00,36
59.4309689,24.77000917,1899-12-30 09:00:00,2016-03-31 00:00:00,36
59.43135835,24.76941885,1899-12-30 09:00:00,2016-03-31 00:00:00,36
59.43154126,24.76884149,1899-12-30 09:00:00,2016-03-31 00:00:00,36
59.43161,24.76764,1899-12-30 09:00:00,2016-03-31 00:00:00,36
59.43180799,24.76786136,1899-12-30 09:00:00,2016-03-31 00:00:00,36
59.43184446,24.76764901,1899-12-30 09:00:00,2016-03-31 00:00:00,36
59.43188438,24.7676897,1899-12-30 09:00:00,2016-03-31 00:00:00,36
59.43288126,24.76995865,1899-12-30 09:00:00,2016-03-31 00:00:00,36
59.43326016,24.76887136,1899-12-30 09:00:00,2016-03-31 00:00:00,36
59.40430652,24.94380844,1899-12-30 08:00:00,2016-03-31 00:00:00,34
59.40447742,24.94376143,1899-12-30 08:00:00,2016-03-31 00:00:00,34
59.41251541,24.70710113,1899-12-30 08:00:00,2016-03-31 00:00:00,34
59.41334874,24.70821795,1899-12-30 08:00:00,2016-03-31 00:00:00,34
59.41458958,24.70867294,1899-12-30 08:00:00,2016-03-31 00:00:00,34
59.43366853,24.76208925,1899-12-30 08:00:00,2016-03-31 00:00:00,33
59.43381039,24.76193904,1899-12-30 08:00:00,2016-03-31 00:00:00,33
59.43397646,24.7699547,1899-12-30 08:00:00,2016-03-31 00:00:00,33
59.43434763,24.76788367,1899-12-30 08:00:00,2016-03-31 00:00:00,33
59.43646815,24.75668562,1899-12-30 09:00:00,2016-03-31 00:00:00,33
59.44288436,24.87581234,1899-12-30 08:00:00,2016-03-31 00:00:00,32
59.44315,24.87193,1899-12-30 08:00:00,2016-03-31 00:00:00,32
59.43579651,24.7564031,1899-12-30 08:00:00,2016-03-31 00:00:00,31
59.45308862,24.70322922,1899-12-30 08:00:00,2016-03-31 00:00:00,31
59.45312644,24.70455236,1899-12-30 08:00:00,2016-03-31 00:00:00,31
59.45313444,24.70305385,1899-12-30 08:00:00,2016-03-31 00:00:00,31
59.4534162,24.70408229,1899-12-30 08:00:00,2016-03-31 00:00:00,31
59.39104944,24.72156977,1899-12-30 08:00:00,2016-03-31 00:00:00,30
59.39198231,24.72088434,1899-12-30 08:00:00,2016-03-31 00:00:00,30
59.3926128,24.72377088,1899-12-30 08:00:00,2016-03-31 00:00:00,30
59.39695962,24.66649298,1899-12-30 08:30:00,2016-03-31 00:00:00,30
59.39700257,24.66864132,1899-12-30 08:30:00,2016-03-31 00:00:00,30
59.40480527,24.67530937,1899-12-30 08:00:00,2016-03-31 00:00:00,30
59.40485098,24.67689486,1899-12-30 08:00:00,2016-03-31 00:00:00,30
59.40773004,24.70304696,1899-12-30 09:00:00,2016-03-31 00:00:00,30
59.40831718,24.70404511,1899-12-30 09:00:00,2016-03-31 00:00:00,30
59.42565434,24.79719552,1899-12-30 09:00:00,2016-03-31 00:00:00,30
59.42594196,24.80170011,1899-12-30 09:00:00,2016-03-31 00:00:00,30
59.42604842,24.79882555,1899-12-30 09:00:00,2016-03-31 00:00:00,30
59.42618754,24.8012495,1899-12-30 09:00:00,2016-03-31 00:00:00,30
59.42661077,24.80082954,1899-12-30 09:00:00,2016-03-31 00:00:00,30
59.43397646,24.7699547,1899-12-30 08:30:00,2016-03-31 00:00:00,30
59.43434763,24.76788367,1899-12-30 08:30:00,2016-03-31 00:00:00,30
59.44337336,24.75009441,1899-12-30 09:00:00,2016-03-31 00:00:00,30
59.44343881,24.75000858,1899-12-30 09:00:00,2016-03-31 00:00:00,30
59.44348507,24.75013742,1899-12-30 09:00:00,2016-03-31 00:00:00,30
