OBJECTID,7,7_30,8,9,8_30,9_30,10,10_30,11_30,11,12,12_30,13,13_30,14,14_30,15,15_30,16,16_30
3217,93.1,96.4,71.5,101.4,101.7,83,72.1,91.6,69.1,81.8,72,59.3,64.1,69.3,62,55.5,45.6,48.4,33.1,32
3218,36.3,35.2,28.5,40.8,37.8,31.9,32.1,34.4,29.2,33.4,29.3,26,27.8,28.5,26.4,22.2,18.4,16.6,12.5,11.4
3219,78.7,80.3,60.7,86.3,85,69.9,62.9,76.8,59.5,69.9,61.4,51.5,55.6,59.3,53.5,47.2,38.8,39.8,27.8,26.5
3220,201.6,206.1,155.5,220.9,218.1,179.3,160.5,196.9,152.1,178.8,157.2,131.6,142,151.7,136.9,120.8,99.4,102.2,71.2,68.1
3221,183,177,144,206,190,161,163,173,148,169,148,132,141,144,134,112,93,83,63,57
3222,183,177,144,206,190,161,163,173,148,169,148,132,141,144,134,112,93,83,63,57
3223,183,177.1,144.1,206.1,190.1,161,163,173,148,169.1,148.1,132,141.1,144,134.1,112,93.1,83.1,63.1,57
3224,183.4,178.2,145,207,190.9,161.1,163.4,173.3,148.3,169.7,148.6,132.4,141.6,144.3,135,112.3,93.7,83.6,63.6,57.4
3225,183.5,178.3,145.1,207.1,191,161.2,163.5,173.3,148.3,169.8,148.6,132.5,141.6,144.3,135.1,112.3,93.8,83.6,63.6,57.5
3226,310.6,292.6,248.2,355.5,316,271.3,292.4,288.3,260.1,293.5,256.5,235.6,250.8,250,237.5,192.3,161.3,132.7,106.2,92.9
3227,310.8,293.2,248.7,356.1,316.5,271.4,292.7,288.4,260.3,293.9,256.8,235.9,251.1,250.2,238.1,192.4,161.6,133,106.5,93.1
3293,132,128,100,112,110,109,112,108,112,110,107,108,88,122,117,104,76,79,54,55
3294,132,128,100,112,110,109,112,108,112,110,107,108,88,122,117,104,76,79,54,55
3295,407,393.4,305.2,343.9,334.9,332.4,341.5,331.3,341,334.9,324.9,331.3,268.3,371.3,357.1,320.2,237.4,246,168.9,171.9
3309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3334,88.3,79.4,71.2,102.7,86.9,76.7,89,80.1,77.3,85.6,74.6,71.2,75.3,73.2,70.5,55.4,46.5,34.2,29.4,24.6
3335,243,219.3,195.7,282.2,239.9,211.1,243.7,220.8,212.2,235,205,195,206.4,201.1,193.4,152.4,127.9,94.9,81.1,68.2
3336,440.3,396.2,354.9,511.8,433.7,382.3,443.2,399.5,385.4,426.4,371.9,354.6,375.1,365,351.3,276.4,232,170.9,146.8,123
3337,247.7,222.7,199.7,288,243.8,215,249.6,224.6,217,240,209.3,199.7,211.2,205.4,197.8,155.5,130.6,96,82.6,69.1
3338,487.3,442.2,391.7,564.4,482.9,423.8,484.1,444.2,422.9,469.5,409.6,387.8,410.7,401.7,385.2,305,255.8,192.8,163.1,137.9
3339,372.2,334.8,300,432.7,366.5,323.2,374.8,337.7,325.9,360.6,314.4,299.9,317.2,308.6,297,233.7,196.2,144.4,124.1,103.9
3340,129,116,104,150,127,112,130,117,113,125,109,104,110,107,103,81,68,50,43,36
3341,119.9,107.8,96.7,139.4,118.1,104.1,120.8,108.8,105,116.2,101.3,96.7,102.2,99.5,95.7,75.3,63.2,46.5,40,33.5
3342,121.8,109.6,98.2,141.6,120,105.8,122.6,110.5,106.6,118,102.9,98.1,103.7,101,97.2,76.5,64.2,47.3,40.6,34
3343,307.3,290.5,243.7,349.6,313.8,269.2,285.3,286.7,255.2,288.3,252.1,230,244.9,246,231.6,189.6,158,132.9,104.7,92.5
3482,1000.9,966.6,788,1127.4,1038,880.3,894,945.3,810.9,925.3,810.2,723.8,772.9,788.5,734.3,612.9,509,452.5,344.3,311
3533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3552,2,2.2,1.5,2.1,2.3,1.8,1.2,2.1,1.3,1.6,1.4,1,1.1,1.4,1.1,1.1,0.9,1.2,0.7,0.8
3553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3556,0.8,0.9,0.6,0.9,1,0.7,0.5,0.9,0.5,0.7,0.6,0.4,0.5,0.6,0.5,0.5,0.4,0.5,0.3,0.3
3557,95.7,89.4,76.3,109.5,96.8,83.7,90.9,88.7,80.6,90.6,79.2,73.1,77.7,77.4,73.3,59.4,49.6,40.3,32.4,28.3
3558,405.7,392.7,319.2,456.5,421.5,357,360.8,383.7,327.8,374.5,327.9,292.2,312.2,319,296.8,248.2,206.1,184.3,139.7,126.5
3559,428.6,411.4,338.2,484.2,442.5,376.6,387.3,403.4,349.8,398,348.4,313.2,334.1,339.3,317,263.1,218.7,191.3,147,132
3560,190.4,173.4,152.9,220.3,189.2,165.7,188.3,173.9,164.7,183.1,159.8,150.9,159.8,156.6,150,119.1,99.8,75.9,63.8,54.2
3561,240.1,219.1,192.7,277.5,238.9,209,236.5,219.6,207.2,230.5,201.2,189.6,200.9,197.2,188.6,150,125.7,96.2,80.5,68.5
3562,517.2,474.3,414.3,596.3,516.5,450.6,505.3,474.3,443.9,495,432.1,405.4,429.8,423.2,404,322.6,270.1,209.4,173.9,148.7
3563,263,240.9,210.7,303.4,262.4,229.1,257.3,241,225.9,251.8,219.8,206.4,218.8,215.3,205.6,164.1,137.4,106.3,88.4,75.5
3564,246.2,235.8,194.4,278.3,253.7,216.2,223.2,231.4,201.4,228.9,200.3,180.4,192.4,195.1,182.5,151.2,125.7,109.4,84.4,75.6
3565,270.6,263.3,212.5,303.7,282.2,238.3,238.3,256.7,217.3,248.8,218,193.2,206.6,211.9,196.6,165.2,137.1,124.3,93.4,85
3566,305.4,285.6,243.1,349.2,309.3,267,289,283.2,256.7,288.6,252.3,232.6,247.2,246.5,233.2,189.2,158,129,103.6,90.4
3567,183,177,144,206,190,161,163,173,148,169,148,132,141,144,134,112,93,83,63,57
3580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3582,378.1,340,304.8,439.7,372.3,328.3,381.1,343,331.2,366.4,319.5,304.8,322.4,313.6,301.9,237.4,199.3,146.6,126,105.5
3583,654.9,588.9,528,761.5,644.7,568.6,660,594,573.7,634.6,553.4,528,558.4,543.2,522.9,411.2,345.2,253.8,218.3,182.8
3584,742.9,668.1,599,863.9,731.4,645,748.7,673.8,650.8,719.9,627.7,599,633.5,616.2,593.2,466.5,391.6,288,247.6,207.3
3585,258,232,208,300,254,224,260,234,226,250,218,208,220,214,206,162,136,100,86,72
3586,209.5,188.4,168.9,243.6,206.3,181.9,211.1,190,183.5,203,177,168.9,178.7,173.8,167.3,131.6,110.4,81.2,69.8,58.5
3587,59.3,53.4,47.8,69,58.4,51.5,59.8,53.8,52,57.5,50.1,47.8,50.6,49.2,47.4,37.3,31.3,23,19.8,16.6
3588,196.4,176.6,158.3,228.3,193.3,170.5,197.9,178.1,172,190.3,165.9,158.3,167.4,162.9,156.8,123.3,103.5,76.1,65.5,54.8
3589,237.7,213.8,191.6,276.4,234,206.4,239.6,215.6,208.2,230.3,200.9,191.6,202.7,197.2,189.8,149.3,125.3,92.1,79.2,66.3
3590,258,232,208,300,254,224,260,234,226,250,218,208,220,214,206,162,136,100,86,72
3601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3611,5.2,4.6,4.2,6,5.1,4.5,5.2,4.7,4.5,5,4.4,4.2,4.4,4.3,4.1,3.2,2.7,2,1.7,1.4
3612,13,11.7,10.5,15.2,12.8,11.3,13.1,11.8,11.4,12.6,11,10.5,11.1,10.8,10.4,8.2,6.9,5.1,4.3,3.6
3613,279.2,251,225.1,324.6,274.8,242.4,281.3,253.2,244.5,270.5,235.9,225.1,238.1,231.6,222.9,175.3,147.2,108.2,93.1,77.9
3614,432.3,388.7,348.5,502.7,425.6,375.3,435.6,392.1,378.7,418.9,365.3,348.5,368.6,358.6,345.2,271.4,227.9,167.6,144.1,120.6
3615,498.1,447.9,401.5,579.2,490.4,432.4,501.9,451.7,436.3,482.6,420.9,401.5,424.7,413.1,397.7,312.7,262.6,193.1,166,139
3616,378.5,340.4,305.2,440.1,372.6,328.6,381.4,343.3,331.6,366.8,319.8,305.2,322.8,314,302.2,237.7,199.5,146.7,126.2,105.6
3617,247.7,222.7,199.7,288,243.8,215,249.6,224.6,217,240,209.3,199.7,211.2,205.4,197.8,155.5,130.6,96,82.6,69.1
3618,237.4,213.4,191.4,276,233.7,206.1,239.2,215.3,207.9,230,200.6,191.4,202.4,196.9,189.5,149,125.1,92,79.1,66.2
3619,258,232,208,300,254,224,260,234,226,250,218,208,220,214,206,162,136,100,86,72
3620,129,116,104,150,127,112,130,117,113,125,109,104,110,107,103,81,68,50,43,36
3621,259.1,233.3,208.9,301.2,255.3,225,260.7,235.2,226.7,250.9,218.8,208.6,220.7,214.8,206.7,162.7,136.5,100.7,86.4,72.4
3633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3643,288.3,263.1,231.3,333.1,286.9,250.9,283.8,263.7,248.6,276.7,241.5,227.5,241.1,236.7,226.4,180.1,150.9,115.5,96.7,82.3
3644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3645,21.4,19.2,17.2,24.8,21,18.5,21.5,19.4,18.7,20.7,18,17.2,18.2,17.7,17.1,13.4,11.3,8.3,7.1,6
3646,224.3,201.7,180.8,260.8,220.8,194.8,226.1,203.5,196.5,217.4,189.5,180.8,191.3,186.1,179.1,140.9,118.2,86.9,74.8,62.6
3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3648,4.6,4.2,3.7,5.4,4.6,4,4.7,4.2,4.1,4.5,3.9,3.7,4,3.8,3.7,2.9,2.4,1.8,1.5,1.3
3649,81.9,74.4,65.9,94.9,81.2,71.3,81.4,74.7,71.1,79,68.9,65.2,69.1,67.6,64.8,51.3,43,32.4,27.4,23.2
3650,372,341.8,297.8,428.6,372,324.2,362.3,341.5,318.6,355.6,310.4,290.8,308.4,304,289.9,231.9,194.1,151.3,125.2,107.3
3651,458.2,418.2,367.6,529.4,456,398.8,451.1,419,395.2,439.8,383.8,361.7,383.2,376.2,359.8,286.2,239.8,183.6,153.7,130.8
3652,177.2,160.4,142.6,205.5,175.3,154,176.7,161.3,154.2,171,149.2,141.5,149.8,146.3,140.4,111,93.1,69.7,59.2,50
3653,247,222.1,199.2,287.3,243.2,214.5,249,224.1,216.4,239.4,208.7,199.2,210.7,204.9,197.3,155.1,130.2,95.8,82.3,68.9
3654,389,350.3,313.5,452.1,383.3,337.8,391.2,353.1,340.3,376.6,328.4,313,331.2,322.4,310.2,244.2,204.9,151.2,129.7,108.8
3655,258.4,232.4,208.3,300.4,254.5,224.4,260.2,234.4,226.3,250.3,218.3,208.2,220.2,214.3,206.2,162.2,136.2,100.2,86.1,72.2
3656,168.8,152.4,135.9,196,166.7,146.7,169.1,153.5,147.3,163.2,142.3,135.3,143.2,139.7,134.2,105.9,88.8,66,56.4,47.4
3657,265,240.8,212.9,306.7,262.8,230.5,262.7,241.7,229.6,255.1,222.5,210.5,222.9,218.2,209.1,165.8,139,105.1,88.7,75.1
3658,486.3,460.2,385.6,553,496.9,426.1,450.7,454,403.4,455.9,398.7,363.5,387,389.1,366,300,250,210.7,165.8,146.6
3683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3690,113,91.9,28,37.8,40.1,47.1,37.9,33,33.1,35.4,40,44.8,73.9,68.3,79.9,77.1,54.8,92,74.6,53.7
3691,561.3,469.9,203.4,258.7,264.5,295.8,255.1,222.6,218.8,242.3,259.6,286,388.2,357.6,422.4,416.1,296.9,435.1,351,256.7
3692,998.3,956.5,426.4,449.8,484.3,547.9,540.3,447.6,473.6,452.5,503.4,524.7,681.6,655.8,746.2,752,561.9,750.9,612.9,558.4
3693,827.8,878.7,396.4,381.9,414.6,461.9,514.9,404.3,444.8,391.2,440.7,434.5,575.5,541.8,604.5,614,486.4,592.9,500.9,531.7
3694,154,186.5,157.2,194.1,168.2,120.6,156,132.3,131.2,159.2,139.9,126.8,139.6,122.5,155.2,101.7,109.7,83.4,76.2,70.2
3695,108.6,102.5,91.7,129.5,109.7,92.9,109.5,97.9,94.6,107.2,93.1,88.1,93.9,89.7,90.9,68.3,60.4,44.7,38.9,32.3
3696,125.9,113.5,101.7,146.6,124.1,109.3,126.9,114.2,110.3,122.1,106.5,101.5,107.4,104.4,100.7,79.1,66.5,48.9,42.1,35.2
3697,275.6,256.7,228.4,321.6,273.9,236.3,275.6,247.7,240.1,268.4,234.6,223.2,234.7,229.1,228.1,175.3,151,113.8,97.4,82
3698,85.7,91,79.9,104.9,90.3,70,84.6,75,73.2,86.8,75.7,70.7,74.6,71,80.8,55.9,54.2,42.6,36.8,30.8
3699,215.5,203,174.1,231.9,204.3,182.9,206.2,188.8,186.4,201.2,180.9,175,172.2,184.9,181.9,146.4,119.7,100.3,79.5,71.3
3700,31.9,30.4,27.2,38.3,32.4,27.2,32.2,28.7,27.8,31.6,27.5,25.9,27.7,26.3,27,20.1,17.9,13.3,11.6,9.6
3701,282.1,253.7,227.5,328.1,277.8,244.9,284.3,255.9,247.1,273.4,238.4,227.5,240.6,234,225.3,177.1,148.7,109.4,94.1,78.7
3702,516,464,416,600,508,448,520,468,452,500,436,416,440,428,412,324,272,200,172,144
3703,1026.9,932.1,821.8,1155.1,992.2,886.3,1015.1,920.3,896.1,978.2,863.4,829.3,852.6,863.5,830.8,664.6,547.3,424.1,351.7,303.6
3704,768.3,708.6,607.1,814.1,718.2,656.3,734.1,674.4,666.1,710.2,640.5,622.4,608.2,661.2,635.6,522.8,417.3,351,275.2,249.1
3705,783,732,612,786,711,663,726,675,675,705,648,636,594,687,660,555,432,387,291,273
3706,783,732,612,786,711,663,726,675,675,705,648,636,594,687,660,555,432,387,291,273
3707,783,732,612,786,711,663,726,675,675,705,648,636,594,687,660,555,432,387,291,273
3708,783,732,612,786,711,663,726,675,675,705,648,636,594,687,660,555,432,387,291,273
3739,102.3,91.7,65.8,75.2,76.6,83.9,75,64.4,61,72.4,75.5,84,81.2,70.6,91,98.3,69.2,74.3,59,44.2
3740,316.4,288.5,218.5,260.2,253.5,262.1,252.3,224.5,218.2,244.3,243.2,258.8,245.9,240,277,277.1,200.6,205.4,160.2,128.5
3741,802.6,727.1,528.5,590.8,589.9,626.2,593.9,538.9,547.5,585.5,584,633.2,596.3,644.8,682.6,695.9,506.3,518.1,442.9,372
3742,789.8,713.6,541.4,654.1,630.7,649.4,628.3,555.1,538.3,609,601.4,641.1,624.3,593.2,682.9,685,500.4,502.8,406.9,321.3
3785,55.4,51.3,43.6,53.5,48.3,44.9,45.9,51.6,50.1,48.9,44.8,49.6,50.7,54.2,47.4,40.1,30.4,27.7,24.9,20.3
3786,52,46.8,41.9,60.2,51.1,45.1,52.2,47.2,45.6,50.3,43.9,42.1,44.5,43.4,41.6,32.8,27.5,20.3,17.5,14.6
3797,110.5,99.4,89.1,128.5,108.8,95.9,111.3,100.2,96.8,107.1,93.4,89.1,94.2,91.6,88.2,69.4,58.2,42.8,36.8,30.8
3798,387,348,312,450,381,336,390,351,339,375,327,312,330,321,309,243,204,150,129,108
3799,495.4,445.4,399.4,576,487.7,430.1,499.2,449.3,433.9,480,418.6,399.4,422.4,410.9,395.5,311,261.1,192,165.1,138.2
3800,204.4,183.8,164.8,237.6,201.2,177.4,206,185.4,179,198,172.7,164.8,174.3,169.5,163.2,128.3,107.7,79.2,68.1,57
3801,372.8,335.2,300.6,433.5,367,323.7,375.7,338.1,326.6,361.2,315,300.6,317.9,309.2,297.7,234.1,196.5,144.5,124.3,104
3804,498.9,461.6,401.5,549.4,477.7,426.9,485.4,442.1,433.4,470.7,419.3,404.1,406.6,423.6,412.5,330.8,271.7,219.2,177.5,156.4
3805,391,357,319.8,457.9,387.9,337.9,393.9,353.8,341.9,380.9,331.8,315.8,334.7,324,316.9,245.8,209.6,154.6,133.4,111.4
3806,677.8,635.3,532,702.9,634.1,578.6,629.3,595.8,579.4,616.9,560,540.5,521,582.2,557.1,465.3,368,324.6,246.9,228.4
3807,661.6,617.6,519.7,687,616.8,564.5,618,580.3,567.8,603.4,547.7,530.4,511.1,569.8,545.8,454.9,359.7,314.6,240.5,221.8
3856,505.8,415,263.3,267.5,266.2,307.4,283.9,258,298.7,300.9,282.5,336.4,377.9,435.3,355,401.7,314.5,278.4,376.5,315.1
3857,734.5,647.6,468.9,543.5,531,563.9,535.1,474.3,477.1,527.8,519.5,569.8,571.7,567.9,606.9,631.6,466.6,459.5,425.9,341.5
3858,648.5,588.9,424.3,477.1,487.9,531.2,479.6,419.7,404.5,464.5,483.1,532.5,501.1,466.9,579.5,615,433.2,467.4,364,282.8
3859,283.2,271.2,182.1,187.4,201.8,228.7,205,171.6,167.2,190,207.2,230.9,219.9,192.5,254.2,283.2,200.7,216.9,172.3,143.2
3860,275.2,285.7,222.2,269,246.5,230.4,268.3,236.4,241.3,243.5,229,219.2,215.2,230.7,227.4,197.4,162.8,134.5,109.2,123
3861,864.4,830.2,686,868.5,787.5,728,806.9,743.3,746,779,718.1,701.1,660.3,753,734.1,614.7,487.7,431.9,329.6,318.1
3862,785.4,731,624.4,830.1,734.6,668.6,747.5,687.1,679.8,725.7,655.6,637.1,619.8,677.2,656,537.5,430.9,365.5,285.7,259.3
3863,377.3,352.8,303.1,405.7,356.9,321.1,361.7,331.2,326.7,351.9,316.3,306.2,301.6,323.5,316.1,255.7,208,173.6,137.6,123.5
3864,366.7,342.5,295,396.6,348,312.2,352.6,322.4,317.6,343,307.6,297.4,294.4,313.6,306.6,247.2,201.8,167.2,133.2,119
3877,31.6,28.4,25.5,36.7,31.1,27.4,31.8,28.7,27.7,30.6,26.7,25.5,26.9,26.2,25.2,19.8,16.7,12.2,10.5,8.8
3878,47,44,36.9,45,41.1,38.6,39.9,42.7,42,41.4,38.3,41.1,40.3,45.1,40.4,34.4,26.1,24.1,20.3,17.5
3879,127.2,116.8,101.3,132.2,116.3,106.1,113.9,117.8,114.1,116.5,104.8,110.1,113.7,117.9,106.3,87.7,68.9,58.3,51.8,42.6
3880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3882,1.9,1.7,1.5,2.2,1.8,1.6,1.9,1.7,1.6,1.8,1.6,1.5,1.6,1.5,1.5,1.2,1,0.7,0.6,0.5
3883,39.5,35.5,31.9,45.9,38.9,34.3,39.8,35.8,34.6,38.3,33.4,31.9,33.7,32.8,31.5,24.8,20.8,15.3,13.2,11
3884,29.4,26.4,23.7,34.1,28.9,25.5,29.6,26.6,25.7,28.5,24.8,23.7,25,24.4,23.4,18.4,15.5,11.4,9.8,8.2
3885,37,33.2,29.8,43,36.4,32.1,37.2,33.5,32.4,35.8,31.2,29.8,31.5,30.7,29.5,23.2,19.5,14.3,12.3,10.3
3895,636.5,601.1,511.4,671.5,596.6,538.8,602.7,554.1,549.5,588.4,532.7,517.3,500.7,549.9,539.7,438.8,354.8,304.2,237.2,215.8
3896,650.8,620.2,527.1,688.2,612.1,549.1,615.3,565.4,561.1,602.9,545.9,529.6,512.3,562.3,556.8,449.7,366.4,315,245.8,223.5
3897,749.1,700.4,602.2,806.9,709.4,637.4,718.7,657.8,648.6,699.4,628.1,607.8,599.5,641.8,627.5,506.9,412.9,344,273,244.7
3919,42,33.8,9.1,12.8,13.7,16.4,12.8,11,11,11.9,13.7,15.5,27.4,24.7,29.2,28.3,20.1,34.7,28.3,20.1
3920,99.9,81.6,27.5,37.5,38.5,43.7,36.7,32.2,32.2,34.5,37.7,41.4,66.2,61.6,71,67.6,48.5,79.1,64.2,46.4
3921,181.2,145.8,39.4,55.2,59.1,70.9,55.2,47.3,47.3,51.2,59.1,67,118.2,106.4,126.1,122.1,86.7,149.7,122.1,86.7
3922,375,304.6,93.4,130.3,134.9,156.1,128.3,110.5,110.2,119.2,132.6,147.2,248.4,224.8,262.9,252.2,180.8,301.4,246.3,176.6
3923,414.2,372.5,333.7,481.2,407.4,359.2,416.9,375.2,362.4,400.9,349.7,333.6,353.1,343.3,330.8,260.1,218.4,160.9,138.4,115.8
3924,80.4,72.3,64.8,93.5,79.2,69.8,81,72.9,70.4,77.9,67.9,64.8,68.6,66.7,64.2,50.5,42.4,31.2,26.8,22.4
3925,110.7,99.5,89.2,128.7,108.9,96.1,111.5,100.4,96.9,107.2,93.5,89.2,94.4,91.8,88.4,69.5,58.3,42.9,36.9,30.9
3970,196.4,176.6,158.3,228.3,193.3,170.5,197.9,178.1,172,190.3,165.9,158.3,167.5,162.9,156.8,123.3,103.5,76.1,65.5,54.8
3971,17.9,16.1,14.4,20.8,17.6,15.5,18,16.2,15.6,17.3,15.1,14.4,15.2,14.8,14.3,11.2,9.4,6.9,6,5
3972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3973,38.4,34.5,30.9,44.6,37.8,33.3,38.6,34.8,33.6,37.2,32.4,30.9,32.7,31.8,30.6,24.1,20.2,14.9,12.8,10.7
3974,240.8,216.5,194.1,280,237,209,242.6,218.4,210.9,233.3,203.4,194.1,205.3,199.7,192.2,151.2,126.9,93.3,80.3,67.2
3975,129,116,104,150,127,112,130,117,113,125,109,104,110,107,103,81,68,50,43,36
3976,126.6,113.8,102.1,147.2,124.6,109.9,127.6,114.8,110.9,122.7,107,102.1,108,105,101.1,79.5,66.7,49.1,42.2,35.3
3990,5.2,4.6,4.2,6,5.1,4.5,5.2,4.7,4.5,5,4.4,4.2,4.4,4.3,4.1,3.2,2.7,2,1.7,1.4
3991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3998,59.7,53.7,48.1,69.4,58.8,51.8,60.1,54.1,52.3,57.8,50.4,48.1,50.9,49.5,47.6,37.5,31.5,23.1,19.9,16.7
3999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,123.6,111.2,99.7,143.8,121.7,107.3,124.6,112.1,108.3,119.8,104.5,99.7,105.4,102.6,98.7,77.6,65.2,47.9,41.2,34.5
4001,219.8,197.7,177.2,255.6,216.4,190.9,221.5,199.4,192.6,213,185.8,177.2,187.5,182.4,175.5,138,115.9,85.2,73.3,61.4
4002,247.7,222.7,199.7,288,243.8,215,249.6,224.6,217,240,209.3,199.7,211.2,205.4,197.8,155.5,130.6,96,82.6,69.1
4014,72.1,64.8,58.1,83.8,71,62.6,72.6,65.4,63.1,69.8,60.9,58.1,61.5,59.8,57.6,45.3,38,27.9,24,20.1
4015,173.2,155.7,139.6,201.4,170.5,150.4,174.5,157.1,151.7,167.8,146.3,139.6,147.7,143.7,138.3,108.8,91.3,67.1,57.7,48.3
4016,224.1,201.5,180.6,260.5,220.6,194.5,225.8,203.2,196.3,217.1,189.3,180.6,191.1,185.9,178.9,140.7,118.1,86.8,74.7,62.5
4017,227,204.2,183,264,223.5,197.1,228.8,205.9,198.9,220,191.8,183,193.6,188.3,181.3,142.6,119.7,88,75.7,63.4
4018,171.5,154.2,138.3,199.4,168.8,148.9,172.8,155.5,150.2,166.2,144.9,138.3,146.2,142.3,136.9,107.7,90.4,66.5,57.2,47.9
4019,7.8,7,6.3,9.1,7.7,6.8,7.9,7.1,6.9,7.6,6.6,6.3,6.7,6.5,6.3,4.9,4.1,3,2.6,2.2
4031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4069,258,232,208,300,254,224,260,234,226,250,218,208,220,214,206,162,136,100,86,72
4088,594.7,576.5,450,504.4,494.9,490.5,504,486.3,503.9,494.9,481.2,486.3,396,548.8,526.5,468.5,342.9,356.3,243.7,248.2
