time_slot,stop name,sum_all,lat,long,CellID
5:00:00 PM,Värava,6,59.384711555,24.71750115,3207
5:00:00 PM,Värsi,1,59.37293027,24.64363574,3605
5:00:00 PM,Västriku,5,59.40850488,24.7246539475,4384
5:00:00 PM,Õilme,13,59.420800965,24.75086935,2999
5:00:00 PM,Õitse,2,59.37568885,24.63477701,2403
5:00:00 PM,Ädala,37,59.435752975,24.711884135,3020
5:00:00 PM,Äigrumäe,2,59.48104029,24.89062214,3801
5:00:00 PM,Ööbiku,10,59.414975695,24.73242392,4342
5:30:00 PM,A. Adamsoni,3,59.43305752,24.7343919,4346
5:30:00 PM,A. H. Tammsaare tee,49,59.407690745,24.6841057,2473
5:30:00 PM,A. Laikmaa,31,59.436064948,24.757491078,3035
5:30:00 PM,Aia tee,7,59.48971129,24.83515338,5177
5:30:00 PM,Aiandi,25,59.41435302,24.6898391725,4794
5:30:00 PM,Aianduse tee,1,59.48843225,24.87120787,4859
5:30:00 PM,Akadeemia tee,45,59.40154193,24.660332585,3647
5:30:00 PM,Alemaa,2,59.43564267,24.61243232,3973
5:30:00 PM,Angerja,61,59.4500725833,24.7112842233,3023
5:30:00 PM,Astri,2,59.37781726,24.70589387,2960
5:30:00 PM,Asunduse,2,59.430867285,24.792428615,4189
5:30:00 PM,Autobussikoondis,43,59.4106582167,24.66382729,3649
5:30:00 PM,Balti jaam,214,59.4404049667,24.73865495,4347
5:30:00 PM,E. Vilde tee,12,59.404127975,24.6691126025,3555
5:30:00 PM,Ehitajate tee,18,59.39801125,24.675904665,3554
5:30:00 PM,Energia,9,59.3971570567,24.7102400033,2965
5:30:00 PM,Erika,5,59.4524033167,24.71739641,3222
5:30:00 PM,Estonia,531,59.4337757443,24.7518200557,3035
5:30:00 PM,Filtri tee,6,59.421175,24.772735,4102
5:30:00 PM,Forelli,8,59.420225185,24.68356032,2476
5:30:00 PM,Gonsiori,42,59.434162045,24.768919185,4105
5:30:00 PM,Haabersti,35,59.4238322433,24.6468673133,3617
5:30:00 PM,Haava,4,59.382839955,24.70503964,2961
5:30:00 PM,Haljas tee,1,59.45914651,24.846215695,5187
5:30:00 PM,Hallivanamehe,65,59.40585936,24.73248288,4340
5:30:00 PM,Harku-Kadaka,8,59.404784455,24.63828756,2409
5:30:00 PM,Hauka,5,59.421231565,24.72408566,4387
5:30:00 PM,Helmiku tee,2,59.45690837,24.88022786,4665
5:30:00 PM,Hiiu,27,59.378906236,24.674934344,2465
5:30:00 PM,Hiiu jaam,10,59.38447965,24.673083765,2466
5:30:00 PM,Hipodroom,27,59.4288684625,24.706550835,3019
5:30:00 PM,Hobujaama,452,59.43738446,24.7578917088,3121
5:30:00 PM,Hommiku,2,59.3792237,24.6367426433,2404
